college_img,college_name,college_loc,college_course,college_fees,Open,AllIndia,Minority
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2001/2018/7/25/Campus-View-3.jpg,GECA Aurangabad - Government College of Engineering,"Aurangabad, Maharashtra",BE Civil Engineering,325 001,78.32,74.89,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3532/2018/8/16/Pimpri-Chinchwad-College-of-Engineering-Pune-CV.jpg,PCCOE Pune - Pimpri Chinchwad College of Engineering,"Pune, Maharashtra",BE Civil Engineering,548 236,85.21,81.2,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2632/2018/7/31/Vishwakarma-Institute-of-Information-Technology-Pune-sports.jpg,VIIT Pune - Vishwakarma Institute of Information Technology,"Pune, Maharashtra",BE Civil Engineering,675 576,81.93,75.63,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4363/2018/5/17/Government-College-of-Engineering-Amravati2aaaa.jpg,"Government College of Engineering, Amravati","Amravati, Maharashtra",B.Tech Civil Engineering,314 920,74.74,69.63,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3574/2018/7/17/Dr-DY-Patil-Institute-of-Technology-Pune-CAMPUS1.jpg,DYPIET Pimpri - Dr DY Patil Institute of Technology,"Pune, Maharashtra",BE Civil Engineering,460 000,74.19,65.53,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2006/2018/9/24/Campis,"DY Patil College of Engineering, Pune","Pimpri-Chinchwad, Maharashtra",BE Civil Engineering,493 168,71.49,66.12,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4465/2018/4/19/GH-Raisoni-College-of-Engineering-Nagpur-1.jpg,"GH Raisoni College of Engineering, Nagpur","Nagpur, Maharashtra",BE Civil Engineering,642 840,65.97,61.96,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4082/2020/11/7/College,"KK Wagh Institute of Engineering Education and Research, Nashik","Nashik, Maharashtra",BE Civil Engineering,316 000,64.63,60.24,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4618/2018/5/21/DKTES-TEI-Ichalkaranji01.jpg,"DKTE Society's Textile and Engineering Institute, Ichalkaranji","Kolhapur, Maharashtra ReviewAdmissionsCourses &amp;",B.Tech Civil Engineering,382 000,64.08,59.56,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3132/2019/4/5/Campus,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Vishnupuri","Vishnupuri, Maharashtra",B.Tech Civil Engineering,336 918,63.68,59.32,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2802/2020/9/1/Campus,TCET Mumbai - Thakur College of Engineering and Technology,"Mumbai, Maharashtra",BE Civil Engineering,627 304,59.68,55.47,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4337/2019/3/4/Campus,"Government College of Engineering and Research, Pune","Awasari Khurd, Maharashtra",B.Tech Civil Engineering,96 659,58.07,54.98,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1352/2019/7/3/Campus,"Amity University, Mumbai","Navi Mumbai, Maharashtra",B.Tech Civil Engineering,888 000,56.74,52.35,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/18/2018/11/1/Rashtrasant,RTMNU Nagpur - Rashtrasant Tukadoji Maharaj Nagpur University,"Nagpur, Maharashtra ReviewAdmissionsCourses &amp;",BE Civil Engineering,,51.73,46.28,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3252/2018/4/19/Campus-View.jpg,SPCE Mumbai - Sardar Patel College of Engineering,"Mumbai, Maharashtra",B.Tech Civil Engineering,336 800,49.94,45.31,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3861/2018/8/22/MIT-Academy-of-Engineering-Pune2.jpg,"MIT Academy of Engineering, Pune","Pune, Maharashtra",B.Tech Civil Engineering,622 948,49.91,45.62,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/17608/2020/12/22/Campus,"MIT School of Engineering, Pune","Pune, Maharashtra ReviewAdmissionsCourses &amp;",B.Tech Civil Engineering,871 300,36.01,32.82,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3991/2018/11/9/College,"KIT's College of Engineering, Kolhapur","Gokul Shirgaon, Maharashtra",B.Tech Civil Engineering,441 320,33.36,29.57,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/17619/2018/12/3/Campus,"Government College of Engineering, Nagpur","Khapri, Maharashtra  FeesCutoff",BE Civil Engineering,,26.17,21.87,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2599/2018/7/31/Walchand-Institute-of-Technology-Solapur-CV1.jpg,WIT Solapur - Walchand Institute of Technology,"Solapur, Maharashtra",B.Tech Civil Engineering,422 028,89.62,85.22,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4991/2018/10/29/Campus,"Anjuman-I-Islam's Kalsekar Technical Campus, Navi Mumbai","Navi Mumbai, Maharashtra",BE Civil Engineering,292 213,88.97,84.29,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4117/2020/8/20/Campus,"Imperial College of Engineering and Research, Pune","Pune, Maharashtra",BE Civil Engineering,425 000,84.84,80.48,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4990/2020/10/30/Campus,"MH Saboo Siddik College of Engineering, Mumbai","Mumbai, Maharashtra",B.Tech Civil Engineering,263 972,82.36,78.63,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4366/2018/10/1/Campus,"Government College of Engineering, Jalgaon","Jalgaon, Maharashtra",B.Tech Civil Engineering,331 784,82.18,78.81,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4616/2018/5/18/Dr-DY-Patil-Institute-Campus-View-2.png,"Dr DY Patil Institute of Engineering and Technology, Ambi, Pune","Pune, Maharashtra",BE Civil Engineering,292 000,71.94,67.49,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3456/2018/9/27/Campus,"RC Patel Institute of Technology, Shirpur","Shirpur, Maharashtra",BE Civil Engineering,,66.3,62.56,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3422/2019/3/30/Campus,"Rajarshi Shahu College of Engineering, Tathawade","Pimpri-Chinchwad, Maharashtra",B.Tech Civil Engineering,,61.9,57.13,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2581/2018/7/31/Yeshwantrao-Chavan-College-of-Engineering-Nagpur-Campus-view.jpg,YCCE Nagpur - Yeshwantrao Chavan College of Engineering,"Nagpur, Maharashtra",BE Civil Engineering,607 204,54.92,50.29,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/240/2018/1/10/Dr.-Babasaheb-Ambedkar-Technological-University-Lonere19.jpg,DBATU Lonere - Dr Babasaheb Ambedkar Technological University,"Lonere, Maharashtra",B.Tech Civil Engineering,327 212,36.82,32.28,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4021/2018/8/24/KE-Societys-Rajarambapu-Institute-of-Technology-Sangli2.png,"KE Society's Rajarambapu Institute of Technology, Sangli","Uran Islampur, Maharashtra",B.Tech Civil Engineering,567 180,35.55,31.51,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1984/2018/9/24/Front,"MGM's College of Engineering, Nanded","Nanded, Maharashtra",B.Tech Civil Engineering,413 400,86.37,82.73,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1958/2018/10/8/Campus,"St John College of Engineering and Management, Palghar","Palghar, Maharashtra",BE Civil Engineering,385 615,72.13,68.31,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1975/2018/7/25/Padmabhooshan-Vasantraodada-Patil-Institute-of-Technology-Sangli-Hostel.jpg,PVPIT Budhgaon - Padmabhooshan Vasantraodada Patil Institute of Technology,"Sangli, Maharashtra",BE Civil Engineering,342 876,68.49,64.94,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3669/2019/3/25/College,"NDMVP Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering, Nashik","Nashik, Maharashtra",BE Civil Engineering,,63.63,59.24,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/8788/2018/10/4/Campus,"AP Shah Institute of Technology, Thane","Thane, Maharashtra",BE Civil Engineering,5 13 624,61.54,57.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3278/2019/6/7/Campus,"Sanjay Ghodawat University, Kolhapur","Mangaonwadi, Maharashtra",BE Civil Engineering,,52.84,48.48,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4278/2019/3/23/Campus,"Shri Sant Gadge Baba College of Engineering and Technology, Bhusawal","Bhusawal, Maharashtra",B.Tech Civil Engineering,,39.25,35.52,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4857/2019/4/2/Campus,"Ballarpur Institute of Technology, Chandrapur","Balharshah, Maharashtra",BE Civil Engineering,,36.74,32.47,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4489/2018/10/15/campus,"Everest College of Engineering and Technology, Aurangabad","Aurangabad, Maharashtra",BE Civil Engineering,1 70 000,36,32.24,0
